symbol,balance,initial_investment,profit_loss,return_pct,position,entry_price,position_size,timestamp,test_mode
ADAUSDT,52.19130001,50.0,2.191300009999999,4.382600019999998,short,0.9602,22.0,2025-03-03 22:48:41,False
